Taxi1,Taxi2
7146,7955
1731,9805
4103,9232
5810,6579
2138,7685
2950,6809
2943,6392
3579,9986
3660,8662
1356,6895
368,9235
1731,6772
1514,8235
790,1788
990,8989
1971,5478
300,2126
7084,7427
2657,6937
3495,3872
2414,3015
1908,5129
6732,8473
9755,9927
853,3241
3781,7087
2778,8395
254,4410
1436,5319
1343,2876
6358,9952
3579,5448
877,7018
650,1377
510,5504
1563,8477
5951,8258
1359,10175
5409,8463
648,2435
1391,1762
4104,8652
2860,6111
1523,1881
652,4806
4382,7842
265,1916
7465,9347
2953,6275
183,3015
1879,8117
6275,7042
1796,6362
2567,6239
12,7105
8511,9614
2477,3313
1873,8302
1386,1768
751,1028
3557,3945
1948,7133
420,5587
5014,6779
142,9780
1309,3241
2623,5767
2900,8519
6291,7925
6447,8438
4415,9079
4894,8525
519,1809
6599,9209
3579,8026
995,1738
4637,4927
1032,7255
1118,6275
4012,4875
4330,9880
7372,8378
5629,5712
6188,7396
271,926
5038,8654
1943,5634
8111,8717
965,8662
6595,8686
3971,8257
523,6065
1390,7902
3759,10064
3680,5075
401,10017
2313,4386
2533,5850
1313,2205
4745,8028
77,4443
1950,9407
6680,7454
3557,9556
823,1789
281,8410
162,6244
230,4658
1257,8662
5106,8946
1353,8370
1277,9314
845,989
1588,4480
6696,8337
3955,6569
5132,7134
2363,7482
1277,6281
3945,9264
4819,5856
6211,7541
4528,9090
3015,8576
2172,7133
2819,4500
1580,7221
897,3781
799,6656
6275,8465
3353,8571
3537,3962
4929,6401
7146,8923
3557,5368
2533,5045
3560,9049
5062,5210
3866,6123
263,2862
2718,4798
3991,5071
3553,4845
2803,3593
3639,3865
4862,5529
4894,9948
309,1702
1584,3556
1059,7118
2862,4173
1277,8509
5348,7674
2342,2417
26,9715
2951,3464
1958,5460
3176,6026
6623,7993
9109,9242
34,6543
5598,8199
3843,7428
3067,7961
3015,7771
6088,7834
3693,4451
155,8001
5860,9138
3153,6200
9474,10279
5437,9944
1378,8160
726,3279
3033,9481
903,8833
6665,7064
1123,6887
8380,8436
8101,9021
1563,4907
747,7539
850,9172
3579,5261
5853,8317
1467,7828
772,2873
1938,3249
2342,8028
1557,3557
3176,5221
676,5794
6166,9945
523,9716
4672,7229
6031,7276
2672,6627
650,7956
3102,6211
4688,4729
4399,4626
3722,8548
2313,5004
3259,7326
6275,6855
6120,9950
9193,10013
9385,10183
6248,8415
1849,3557
378,2545
2716,3142
1131,6724
2872,3655
2589,6750
6763,6794
4578,7193
6945,8528
3557,7141
3558,3579
715,5698
1933,2100
402,1037
8063,8863
2669,5174
2672,8855
2942,4020
1556,9697
3325,7922
3579,4806
6903,8652
2915,5580
1793,8886
3047,4945
6772,9889
4313,4801
4867,6141
5460,6655
331,2675
1131,2536
2748,3373
6519,8662
537,2551
3781,8323
4798,7475
5949,6819
3655,9904
4649,5100
6166,7985
5987,6522
3616,9949
1938,4672
1277,9127
1774,9933
2617,4960
4914,5556
7475,7888
6790,7785
3452,5007
3015,5006
6562,8335
84,6524
5502,9109
1949,5211
3010,8045
7397,9136
6275,8278
2383,4914
1877,6274
4246,9190
6883,9854
8662,8767
3557,5181
7146,8736
4798,6670
9156,9275
2129,4216
2898,3266
1277,4939
5081,6204
132,7295
2126,3918
4578,5583
2241,7840
3557,5531
1773,6274
8001,9408
1864,5638
9467,10076
162,2219
3983,7625
1932,4052
3019,8107
2454,5854
5122,8083
4346,8616
5070,8647
544,1762
240,3980
1888,6382
978,1465
7118,8916
2980,8529
69,1654
3007,6942
6059,6128
4528,5065
2669,10330
11,8065
513,9215
7641,7910
9260,9574
1781,2728
4153,8571
5572,8669
2554,8313
730,3965
353,8179
1277,4134
660,8861
1591,5987
1214,10201
2797,5038
5075,5584
2142,6275
9232,9404
3015,9812
1838,9247
1358,9576
6774,7170
893,1111
1741,2898
6617,7186
6744,8459
488,9693
3077,7657
240,3175
8662,10190
7146,10159
3839,9700
1573,4253
919,5715
1941,2205
3286,4798
3284,8135
6050,7489
3464,6790
2523,2560
1753,6291
2866,9315
2553,4654
435,6275
34,1013
1379,7770
3826,4927
3146,5168
3173,9997
4613,9444
3579,4269
8162,9436
1151,4910
366,6855
3602,9356
8063,8676
7404,9794
2146,2960
2669,4987
3331,7550
4027,4809
334,5038
6275,8896
8662,9385
3939,6093
260,10192
3997,6071
5268,9681
944,6660
3528,9942
8323,9138
2413,4593
534,7728
9408,10114
1743,4798
2770,8048
1720,9510
4461,4862
3680,5051
6849,7828
2519,4265
7382,8291
8316,9098
3111,7560
1523,5963
2180,4018
1187,10178
5478,7397
3143,4065
3578,3993
2146,8571
3015,4819
3579,6847
3942,4455
4446,6432
810,7195
4289,8700
4285,4794
1511,4798
5936,8625
554,6451
3527,9316
5583,6817
237,4300
1725,2283
484,4177
3285,6750
1253,3227
2593,5476
1724,2812
8291,9576
4146,8018
8390,9555
4889,5847
2645,9049
6812,7922
4396,5914
621,3135
6135,7680
1131,8310
3015,7047
1743,7376
776,4177
7677,10063
394,877
3979,9948
2888,8403
7802,9011
3015,4014
1795,6785
2796,8814
1022,10245
5244,9579
3253,6057
3015,7397
4443,5329
5520,8696
1563,4183
1232,4578
1729,5384
2947,5950
2402,8136
2873,3557
1002,5055
3557,4189
3402,6530
4460,5683
1788,3712
4401,8486
812,2679
3088,8814
5211,7537
880,6755
1338,1971
4954,10355
4644,5211
4984,5279
5720,8353
1706,3306
964,2669
1179,4543
675,2566
4267,5638
9578,9854
2425,6376
649,4728
366,1407
8361,9109
2012,7146
1360,3019
799,4672
1074,6597
3899,9564
6115,9232
7118,7924
2938,7311
4397,6808
1658,5867
2127,8789
2934,4159
6977,7692
5674,8708
7914,8016
8280,10059
5828,6142
1614,5945
8348,8473
5416,7137
3513,9878
2274,8435
7806,7924
3015,5437
1139,6591
394,5683
1789,7639
579,4682
2669,8183
8025,9136
2041,8614
644,3579
2292,5981
84,10338
1108,1993
2881,9005
887,5966
4177,5320
326,4209
2566,7681
630,4620
1091,3517
2591,3015
5524,7205
2126,7382
6818,9109
2365,6644
73,7146
1131,5545
5895,9592
1429,2758
1315,1690
3865,6896
4339,5998
5072,8801
8470,9378
750,6607
8072,8551
4177,5670
2491,2784
6940,7005
3234,6275
5572,6872
1124,8511
9274,10112
6665,8463
1120,2353
8740,10178
5913,6384
4889,6815
149,8080
2986,6146
2766,8092
3015,4632
1578,2450
7367,8920
6718,8474
3757,8652
3015,8015
1700,7516
8181,8844
676,7193
6772,8710
3353,8010
8540,9716
1971,5535
2788,5757
2315,3093
4615,9622
3099,9591
1724,9041
2846,3483
5867,9772
5089,7226
4590,5593
4392,4854
4925,5317
1098,9518
5955,8838
1277,4565
747,1367
1440,6249
2873,4525
4614,7118
6412,10245
3306,7790
276,5165
3452,6861
147,7229
6851,10292
2796,5244
8554,10149
2551,5413
3910,5460
3015,3827
685,839
1390,8764
1457,3570
2506,4889
2669,6573
6686,8885
4038,7308
6428,8095
5179,5964
3964,9079
2620,9340
3961,8027
131,5541
2617,9042
4924,10326
667,6275
5013,6611
9335,9559
4574,9947
4209,5096
219,4607
3579,4700
9342,9949
3107,5644
2341,3859
3015,6055
584,3015
3579,8083
3101,5075
5568,8526
3023,3664
34,1794
6899,8777
701,6983
7681,9944
4004,9952
3789,6580
6989,8670
731,2661
2138,6132
4459,4870
5460,6899
2910,8863
3989,5887
12,6357
4346,4404
4590,7016
4369,9491
5243,6083
5432,8234
2934,3972
7015,10241
6876,10082
5890,6833
2153,6790
3579,3895
4415,8331
2147,8473
1798,1903
5452,6607
4798,8069
3738,8089
9839,9950
118,7133
3672,7469
8307,8662
3916,10081
6347,7459
2111,3531
8422,9174
1827,3772
304,2570
2478,8428
3290,4142
5471,7007
84,3735
4939,7146
6735,9446
5856,6094
207,6020
2941,7371
3557,5425
1593,4480
7193,8045
1315,7919
919,7919
4775,9374
6105,6771
7221,9312
7692,8897
877,1277
2246,8428
1396,3562
957,6898
2665,7099
490,1770
6286,9411
5966,9995
486,4280
7459,8322
4386,6007
2610,6611
4346,8860
4289,8326
6120,7429
3599,7125
8205,9832
4691,10026
2762,7382
8696,10069
1796,7037
1724,5471
4841,9970
8860,8945
7456,9155
4177,4328
7550,8790
3314,4862
2906,9763
3405,4980
3396,7146
5703,8430
6818,8117
2618,6098
1131,4553
6286,8256
8749,10053
6538,8477
68,9193
6790,9452
3232,5210
147,7042
3015,6673
6810,10104
270,5163
2670,6638
4067,5257
4910,6700
21,7842
7335,9925
6275,9945
3169,7490
6278,7964
2881,10241
1415,3157
8147,9022
3772,8722
1313,2880
1106,5785
2560,4938
201,3464
2966,3374
3993,7378
2656,4646
2315,8517
2869,5693
16,7848
4093,10211
5552,7456
4549,8764
4555,5546
5916,8672
1804,3090
749,1202
5053,9206
5767,8549
6665,9699
4115,8657
2678,7229
6093,6275
1112,2193
7190,9520
5526,8113
4323,6327
8557,9428
5221,7477
3015,9251
3201,5469
2943,7685
2827,9954
6275,9140
1395,8116
4869,9277
1638,5622
5935,10203
980,3178
2910,8676
5967,8206
4869,6244
3866,6798
4862,9237
724,8850
7205,10178
1131,5976
534,1556
131,4549
817,8260
3466,6275
1866,9579
7382,8535
3557,6393
4419,5634
1566,2871
3548,8559
5657,9104
2639,8748
4301,7076
7181,7498
6969,9305
8860,9213
6881,7206
1931,4689
865,7146
6211,7411
638,1505
9944,9964
1728,3579
2600,9924
2970,8703
4819,9109
7274,10291
1165,1372
6545,6883
3557,8621
250,8162
3920,6229
752,8558
2717,4443
4854,7036
4795,9839
8525,8711
3616,9201
756,3015
3015,7291
3206,4607
2428,7723
2154,8652
9425,9907
901,2615
1923,6275
6902,7278
1422,1563
7213,8860
3579,6286
3954,5409
14,5037
2166,8662
4590,4869
2193,7075
10,1131
1940,6629
4539,5281
3434,6312
1202,6111
5332,5856
789,7635
6417,6832
1504,9832
1965,2313
776,6649
8434,8542
1085,7404
3015,6486
675,9226
3579,8514
1838,5921
7930,9948
177,2533
2477,2646
1730,5075
3015,3453
2669,9232
6031,7146
2669,2816
6275,9758
2073,5414
7582,9615
5591,6093
6890,8341
7146,10216
6275,6725
2655,8021
3866,7416
7052,9800
1935,8863
3557,3628
5580,9317
1129,4269
2875,7206
3876,5071
8092,10252
3579,4326
2925,9952
1772,7529
272,834
6221,8717
6128,6274
3540,5502
1950,8740
2444,10029
8517,9842
4845,8696
304,6384
3511,9645
366,846
1973,7411
5593,6115
584,9407
8139,9667
1131,8822
1131,2406
3557,5856
3968,4636
7199,8291
8474,10145
131,7395
232,8201
1409,2350
4593,10323
1037,6908
875,8078
6971,9595
5918,7376
534,7785
7628,8404
2999,3993
5896,6274
3515,9013
6510,8419
1465,8294
1768,5851
3540,4347
30,1277
5575,7387
4379,8300
5012,5961
4265,4980
2243,8561
2580,4948
3049,10122
1048,5912
2892,10138
8463,8801
6211,7224
6118,7033
803,3829
3015,8259
293,8453
3135,6863
50,4531
303,2725
6433,9488
3854,5796
2627,7396
2787,9563
4282,8717
1409,4578
1563,8428
68,2858
2130,3557
3644,6925
4820,8019
131,3557
196,4706
2525,7469
3111,6812
1862,4681
6001,8676
738,1498
1543,5867
735,6862
6657,7260
3945,8142
6906,7964
56,8459
6895,9303
799,5534
2669,6817
4443,5386
845,1745
820,9794
3836,10077
3337,8444
5243,7132
1163,3717
2240,7084
1059,2613
4580,7727
1378,4810
4705,5921
994,1437
3301,6885
7186,9078
534,3142
4476,6623
6814,7220
1838,5734
5076,8308
2961,9446
618,2089
2605,8121
7118,7631
4850,6275
3015,3266
3225,4796
7218,8212
2036,9132
5967,8637
7396,10177
2881,6834
2537,7024
1563,6818
2313,8070
1879,4580
2244,3015
4114,4298
6765,9556
3955,9903
4932,7374
2310,7018
8717,10117
4861,8662
1277,9615
3579,4139
7751,9772
1372,9852
4483,6989
715,5381
3259,5854
6211,7842
617,1059
9207,10102
6275,8766
753,3579
322,360
4401,9966
793,6361
7883,8736
4798,7158
4340,9690
4854,7467
807,7198
5736,8838
6377,7888
3512,8528
4922,9264
3735,8011
950,9354
6471,8654
8429,9784
334,720
9260,9712
2105,5407
6965,9162
6994,7648
3007,7430
9951,9980
1092,2240
797,8708
5171,5430
6395,9948
3799,4397
4929,9280
1931,9576
4635,8052
1087,8662
593,957
723,6665
401,4170
740,1384
4323,7376
2765,2955
1770,8288
361,8154
6617,7674
975,3883
4440,5682
1847,10228
3557,7092
6239,7499
1347,9124
4265,5866
230,2194
1379,4875
4735,7478
8103,9344
3948,7098
1838,2164
3918,8387
4040,10070
2030,8750
1770,7133
2021,4500
2883,3741
3015,6112
3579,8140
4500,4578
4386,7674
1211,2416
4351,4455
2021,7883
4443,7427
4565,8356
2798,4542
945,7400
8510,9102
9444,9909
263,6814
3589,5071
366,1277
2157,3987
4398,6903
5368,7367
39,8237
233,5070
4925,6797
2833,3223
2313,7883
3149,7401
3206,8689
8942,9109
1496,5409
1277,6045
1409,6164
8470,10053
1617,6867
2809,8464
5882,8527
8717,9930
3949,9147
1745,5332
311,6831
2365,7669
85,4798
3101,4327
7216,10180
991,3557
8122,8939
4065,7228
4839,6622
2669,8053
5556,9646
1349,7210
767,1570
822,1277
4528,6171
1757,5692
919,4593
876,1513
3964,7526
2651,9352
724,8289
2193,8474
1971,9593
4798,6971
6699,6813
1312,8459
2499,3296
7416,9837
3462,5595
1151,6821
5633,7018
4798,10354
3707,8809
1131,8798
3201,10169
3987,4662
1745,4527
360,2535
6218,6890
1741,7037
877,4717
645,5148
490,1827
1580,9563
4197,5411
676,3680
5459,5525
1973,2849
6556,10268
176,2576
919,6821
5710,6275
3156,3579
2094,7690
6509,6665
4798,6166
9187,10336
4793,5822
7695,8447
1215,3557
2123,9559
3176,8368
5514,8965
3771,5545
1339,8696
7712,8801
1730,1936
1430,8814
6688,9232
241,6734
2142,6576
6772,7425
3265,3872
1090,4959
6120,6681
1426,8291
1660,3799
8361,9597
1973,2044
3781,5859
1317,6843
2127,5894
2877,7146
2774,3261
6211,9428
1605,7475
1694,6012
2217,8039
1107,8696
1847,7008
8419,9952
2251,6869
3462,7018
1158,9415
7016,7354
843,3927
4203,7430
3678,5330
1314,3512
6128,6168
1059,2239
1613,3579
4228,9180
2901,5638
4819,9621
3454,9005
1277,7013
6810,9356
5595,6055
6992,8838
5975,6276
2487,6937
4557,8308
4343,10042
1358,2656
605,9774
5987,6286
1381,3579
985,3579
6525,7093
5429,7456
6358,7919
3899,9247
1789,8477
8039,9680
2834,5890
1660,9760
9655,10292
1837,4734
94,5478
3557,6450
1329,3015
4379,8544
1741,7655
6027,8694
4798,7939
2138,4847
2389,8630
3015,5120
3414,8801
7213,9722
3593,4602
833,2784
2359,3503
2949,4500
4480,5563
6899,7842
1950,8179
4376,5213
3655,8863
3259,8863
9202,9384
2379,7538
4555,10059
2977,9150
701,3015
2318,10268
4613,7785
4640,5444
5920,6888
7919,8019
877,4180
1868,6275
4645,9952
2786,8801
3557,8678
4483,5460
6883,6935
1439,3883
2774,5034
120,5894
7318,10246
5071,9013
742,4894
4415,7396
2830,5316
5316,8063
865,3015
3384,6656
3227,8170
2012,4869
6649,6889
2669,3678
7146,7695
3259,4675
2321,6378
7018,8449
1052,6224
1037,5192
861,6656
2377,7441
3015,7698
1876,2729
5986,7484
6767,8049
2881,7883
2157,2190
2879,4804
3061,6538
2560,8996
1973,9428
2928,6948
2780,4798
6947,10087
2486,4351
3802,7704
4927,8079
5018,8197
1131,4423
3715,8459
5976,9398
8593,9410
2366,9130
3579,5188
6884,8984
8343,8481
2431,3109
4798,9362
30,6327
6473,7171
7146,9923
4933,8274
2140,9726
2044,3602
4096,10029
3015,9926
333,3103
2979,8017
1074,3515
2548,4798
3133,5451
2663,8720
2857,5553
2998,5034
3557,6718
1385,5070
2880,4224
4461,8814
4798,8207
2525,5753
2153,10311
1938,2021
4985,8033
630,9109
4553,5370
4245,7469
4798,5174
9187,9344
7879,9262
6814,9692
1277,9859
3949,9578
3450,8699
3510,6498
7501,7589
6969,9980
4101,6185
6778,7002
152,6451
4688,6884
5068,7105
1799,2966
235,5173
4875,6710
2669,8484
3099,7314
5996,9595
3534,4990
7288,8420
2780,2838
6329,9246
1563,9290
1567,10163
877,4798
10093,10331
1309,2176
4889,10149
118,9849
8717,9556
7251,8888
8149,10038
3541,7258
5814,7460
8654,9207
1827,6488
1059,4630
1370,8464
3067,5123
3579,6961
3969,7146
3915,10293
3015,8316
5687,8035
2669,7679
3259,8676
4681,8291
1131,1658
2909,7516
1593,4163
3867,9471
1131,5041
3741,10298
1566,4969
752,8428
4424,8076
4074,9949
877,7376
8717,8751
3015,7161
1153,6493
1738,7146
2109,4615
2473,3579
3257,10077
4649,6100
1764,8717
6903,6969
4804,6388
3874,6454
2181,9944
5085,9232
1563,4647
5332,9109
3579,5001
804,1397
1378,4867
373,8758
1271,4246
1429,4832
1895,6325
3579,8384
732,3214
300,3557
3486,5941
2832,7403
5251,6676
1360,6166
3624,4370
6275,9628
2316,5042
7085,8679
1450,6059
1295,4990
4528,7220
7790,10188
3781,5485
3989,6188
6275,6595
35,1946
2037,9010
5681,5856
2092,2301
6486,6815
918,6171
2313,8127
2091,9246
6286,10167
4801,5285
842,6361
6263,8463
1277,6289
3955,9960
2554,7435
364,7490
1838,8019
5854,7477
1246,8107
3579,4196
1738,2153
505,10324
676,1346
8657,9342
3883,4607
4939,7097
2012,6105
3051,5208
7550,9546
2832,6598
6992,8464
7396,9079
421,4210
5407,6384
1821,6510
3792,5593
4874,9304
6020,8304
4189,9201
3721,6881
6682,6703
3991,8462
9063,9656
3151,4284
1664,9909
191,8070
4456,9730
3938,8801
2560,3816
466,3579
3557,9109
3743,5327
6229,8828
1131,5659
3713,9622
3949,5203
8525,9199
4578,6128
4447,8863
345,8887
875,4915
5419,6744
6656,7360
651,5961
5852,10009
6499,7376
1827,6301
4012,6656
3667,8873
2669,4109
7146,8126
366,9360
6622,8880
4810,7575
4350,10034
6275,8018
6681,9460
3996,8001
5111,7688
1415,7646
696,2297
3985,7088
877,3806
3678,6379
2496,5470
3557,8304
3273,8545
2803,9562
1867,7928
3090,3176
5222,5425
1715,1872
4015,6149
658,6327
4426,7935
5854,5867
3015,6974
33,6275
1292,1954
177,3021
366,5172
5899,8269
3915,5918
3015,3941
7146,7321
5243,6652
1788,3289
208,1553
7396,7469
1202,2411
2477,9900
5956,9153
6011,8860
2313,8745
2554,4670
1745,9227
919,3227
162,7220
3305,6524
6505,8614
4798,5605
4889,4969
842,3946
6843,8609
1277,3874
1143,1430
4924,7407
707,1277
2554,5020
969,9356
245,2909
1112,8910
3579,8197
2294,9819
995,8325
5368,7074
5063,7192
1107,7785
1358,9316
5250,7018
2452,8126
1356,8489
1881,4927
980,9895
4593,7428
4896,4985
4969,10159
1695,5676
6275,6408
8128,9996
5865,8230
6730,6988
919,8838
5826,8275
876,5758
2490,6324
3985,5478
346,2560
3579,7042
1277,6102
4549,8260
7200,9354
4798,4800
3963,7382
9051,9109
8254,8765
2860,4322
998,3654
3259,8757
4420,8789
2269,8018
371,1277
1356,4301
2450,3111
3532,6822
8476,9524
1788,8095
1796,7956
5079,9549
5429,6895
9011,9279
3557,5539
2412,7141
5478,6787
2535,5262
684,4783
3020,8717
132,7653
8179,8375
4170,4426
5967,9580
1492,4138
2956,3979
3425,9153
5407,8425
6131,7702
5468,9832
6118,6716
3671,9559
1827,3081
3852,5433
4867,7922
2358,9887
3277,5498
5279,6146
6275,7831
976,996
6834,9515
4002,6131
1096,6016
1761,8096
2635,4688
2224,3656
3210,6905
2620,3656
5771,9237
2560,9240
41,9763
4892,9268
5570,8954
157,4461
3555,5038
3579,5432
4265,6891
7678,10028
5415,8262
5358,7728
9138,10127
8675,8905
6274,7205
2643,8312
6275,10059
2421,3015
2450,7917
4630,7928
4540,5002
5001,9561
4091,6896
2850,8790
2910,9595
8696,9378
1731,5951
1944,6998
3685,9591
5961,9310
2682,3729
1935,2748
2531,9949
3493,6388
2627,9657
623,5930
2560,8435
4179,9345
3171,10309
7484,9731
2768,9138
1131,10278
1845,9621
3557,7312
3015,9015
3553,9822
1469,10273
2584,9960
3210,6450
1277,7070
1389,7311
4417,9109
303,448
203,9666
7183,8463
2857,8025
6656,8946
520,8784
1876,4396
3539,5578
5805,6861
691,9605
1131,9123
878,3015
2875,9735
4093,6137
3865,7441
1931,4453
1277,5915
3579,6855
6922,6971
4697,10223
6846,7915
1125,6275
1128,5792
803,10196
7291,8531
1938,4843
5854,7103
28,7167
1580,6855
3579,3822
910,7784
181,993
6903,7668
7400,8474
6665,9008
1399,4565
8654,9451
834,8728
2607,4443
1451,1722
1824,6434
4126,7374
2044,8652
5210,5496
2669,7923
6838,7623
2318,6942
502,5895
9352,9385
2284,4325
5417,9357
1131,1902
1563,2313
1788,4875
1566,1830
883,2554
1277,1727
2128,7195
3021,8001
1131,5285
6790,6801
2554,2873
4494,9059
2901,7118
2433,4798
2829,4798
1871,9232
2368,3622
1557,4346
1958,5444
2417,2760
2912,6903
3015,4372
2289,3514
2566,6266
6903,10246
2481,10100
2784,7657
4310,9130
1170,4839
4895,9783
540,4443
4476,8079
2728,8479
7702,9138
2669,7118
6143,8279
3872,6652
950,6004
2127,6569
845,8462
4308,9434
4344,9091
1567,5414
1154,2801
8342,8717
1965,5460
2560,2637
5323,8136
502,8473
6818,8044
4798,6036
6128,6843
2903,9392
6351,8578
1033,1693
162,4618
1153,8965
2495,4871
6046,8696
6172,7115
7342,9892
6003,8245
366,4798
5409,8260
7396,10128
8110,8717
3942,9619
2796,8367
8942,9247
3754,10322
5471,8357
1395,2432
545,3982
1131,9741
1566,3253
4461,8871
2969,9234
9385,10167
1309,6071
1277,6533
7192,9170
507,8012
4177,6833
4798,5231
1131,10091
3115,6026
2616,8557
6630,7188
2181,2967
3201,5046
9491,9812
3944,9291
3579,4440
659,4619
4798,8614
968,6128
6121,8250
154,3171
3669,4333
8956,9653
7146,9175
3828,8527
7641,9154
5070,10241
27,4527
8619,10233
1794,1925
3015,9178
7141,8050
4840,9964
883,6205
7116,9683
5934,8774
2656,6801
4867,6125
691,9418
3055,4820
8662,9556
6709,9524
3557,5970
477,1730
2342,2669
9998,10151
4962,6362
7883,9037
1131,5903
715,4527
3395,4107
2020,3557
4666,8471
4115,4396
5856,6989
6843,7430
401,5276
4195,5853
4165,7142
4282,8481
490,2315
3015,4990
1518,9173
3579,7018
5095,7049
4787,6896
980,1950
1017,4461
523,8090
1854,8341
6275,8262
2904,3846
1131,8131
3146,9795
3065,4703
3808,8948
1845,7474
6358,6984
3896,4631
2560,9671
2183,7469
6818,8662
999,9897
4796,9991
4961,8338
8526,8863
7122,9073
35,3963
2889,5416
2486,8409
4798,10037
3260,7049
1498,3579
5546,7456
7843,8052
3881,3949
2292,4379
5602,8519
4630,4976
2637,4791
4911,10099
238,6170
5594,7877
1268,7439
3444,9960
4528,8082
3968,6173
6275,7457
1631,9184
1435,5108
5860,8935
2596,5140
8439,8463
5488,7077
1131,7326
2494,4863
7165,7965
3557,4360
1277,7151
1375,7686
7192,9788
5891,7467
7971,9526
4330,9945
2809,3154
1615,7146
658,8799
5479,8462
7653,7904
3945,7101
10113,10184
3604,6808
2420,2820
2103,7085
3137,5090
1397,6105
826,2906
2381,6275
2172,8353
3884,6044
5097,6266
1635,1732
2142,9642
2939,4324
8052,8525
5500,6656
4591,4593
3557,6588
8670,10035
6275,6652
8045,8485
1409,3082
4681,6738
6,6146
1377,9960
2062,4401
5393,9418
3579,7286
3801,3915
8307,8670
1753,6275
4268,8262
7088,8633
4440,7056
35,2353
3142,8416
2493,10222
3804,6815
31,4863
6211,7956
56,9996
4476,9315
455,9513
739,2856
3622,6959
3374,9109
2161,6635
5867,7365
2135,5414
889,9216
789,5602
947,6942
818,4088
3999,6128
2812,4875
4455,6933
2596,9946
7508,9727
533,4858
2091,8498
3061,4798
2209,6275
1529,6516
6102,10241
2339,4813
1002,6999
4672,5066
1838,7271
3579,9864
2669,7199
7684,7859
838,5844
3976,7056
1708,4946
1985,7698
674,4689
8019,8337
1422,2108
3579,6831
6831,9111
7433,7459
3855,5948
2780,4936
2669,7549
365,9946
1167,4972
5459,9209
5529,9948
5894,8383
3745,4275
2506,2832
3557,4978
1277,1353
1725,5650
5856,9030
3557,8361
6220,10246
5208,8028
991,1898
3549,6965
8129,8451
1956,5024
1465,7416
30,6815
6659,10293
4176,7063
26,2909
117,4525
7118,8363
1961,8751
6992,9944
3752,4291
142,6275
3810,8433
3658,10291
6989,9646
2882,4408
1788,3346
366,8612
4843,9219
4781,8341
3186,4819
3557,7206
3037,8860
4374,7428
6211,9729
561,1913
2195,4609
3678,8664
3903,4810
9625,10058
1277,6964
162,861
4482,7146
1958,3915
724,6980
7137,9113
2890,7278
650,800
6622,6977
4328,10062
3951,10112
2771,3614
2669,5589
1738,6211
2412,7653
2601,4142
2888,7582
4927,6607
300,10193
7726,8353
1809,6801
4093,6381
2873,9152
2560,4491
851,4065
2193,2977
3557,9784
947,4527
1533,10286
1965,4281
8458,8652
321,4250
4798,4857
8717,10044
6229,6470
2705,7474
4050,10067
1741,7956
7274,10299
2914,4615
1773,4461
7678,8662
4976,10232
3978,4714
4374,5468
676,4599
8461,8519
2914,7998
6049,6660
5075,6454
357,3506
4806,7727
1131,2146
1277,1971
7228,7271
3840,5130
967,991
4461,7692
6706,8098
2095,5047
5853,5967
6665,8097
717,816
3897,9047
5041,9472
1407,4646
2551,9235
4361,7461
3482,6361
1002,6812
1124,2079
4422,4704
124,6314
16,8474
6399,7015
1708,8142
449,5323
1789,6818
1081,5011
2669,7362
2075,6623
4000,5361
9719,10338
4798,9313
158,1360
2845,6275
2284,10180
3557,4791
883,8409
3644,6665
8838,9542
1971,2486
963,3450
2838,8487
2554,8728
4615,6573
3015,3461
1277,4549
2762,3015
8775,9193
7195,7457
1527,2445
9233,9290
4443,4776
3331,8770
4172,9386
2138,3538
3874,5787
1415,6361
1847,6772
551,4795
1692,2697
4692,8863
177,6274
700,1131
5987,7205
942,7834
1757,7229
9100,10050
1727,8518
5020,6635
220,1433
4798,8508
3557,3986
723,5437
2777,6275
3801,4346
6812,9947
3675,8179
6942,9239
154,6448
3015,9072
255,838
1712,3672
2615,9330
3818,4700
3015,6039
2886,3185
3579,8067
2545,7056
4167,8237
4095,6671
2820,3319
4846,8525
6859,9362
2098,9750
1640,8118
7304,9978
5650,9259
7611,7654
1971,6942
3132,6974
1131,9180
5460,6883
823,4863
3999,6559
5478,7462
344,2384
6427,9301
1131,6147
200,2605
1745,1876
4355,7133
3978,4177
505,6624
4610,4619
3015,8267
1277,9355
2669,7630
4828,6010
2512,7646
1832,7133
1605,8662
366,6465
4631,8879
734,5171
5904,9906
2669,4597
9164,9795
3684,4080
8083,9692
5851,9491
366,9848
177,7697
4287,6036
7091,8126
2196,5316
1979,6779
4687,6909
3684,7463
4279,5394
8079,9169
1002,6275
164,9340
8670,8856
4049,5117
501,1563
2402,6323
4270,4527
4798,6898
586,1112
7781,8199
68,183
909,7215
5081,6432
3579,6107
6693,6925
3616,9372
366,8693
6942,7629
591,4839
2955,7411
4013,5810
3579,9490
5967,9450
3066,7427
5342,7146
2487,8474
3015,4429
5093,9825
1724,8488
2972,4732
8980,9812
4553,9322
3401,4091
484,3787
2313,9233
3619,5482
3622,9163
4737,8850
4396,8557
7971,9770
5540,6730
34,8462
2675,6616
2917,6903
4699,9497
442,7698
5442,9578
1738,3259
2868,3978
650,7647
8800,10002
5947,7993
3579,8685
6275,6546
2846,5158
1242,2274
4540,7905
8334,8482
2138,9767
1480,5071
919,2560
4962,10257
1409,6359
3337,4614
5895,7429
2627,6144
3557,3799
3708,9630
1437,4593
6535,7008
1741,5004
5548,9950
782,3578
3015,8885
1277,3557
3171,7146
676,8063
6665,9683
