Taxi1,Taxi2
3939,8867
4899,6731
5616,9755
919,1268
4859,7332
4236,8107
7692,8662
9803,10034
3557,5540
1124,8089
1277,8331
892,8053
1187,9569
6779,9109
2916,4231
376,6883
534,7469
627,4250
5169,8662
2762,10180
7094,7400
3916,9041
2243,4862
4127,7009
4466,7229
486,7428
3541,6885
6934,7118
2861,7126
4819,8256
1827,6115
418,1817
5490,10181
8485,8833
1047,9158
691,1417
3681,6141
8013,9777
950,9225
663,5785
2999,5555
3257,4093
1569,4544
2560,8891
4771,7461
256,4872
2038,9718
2876,4401
875,6607
4896,6409
3777,9986
3022,4226
6411,6969
3582,8764
2154,4416
2938,8662
3704,4031
6166,6384
6670,8361
4428,7472
5075,5593
7623,9218
1783,6166
2146,3774
5480,6810
5607,8083
7341,9505
490,7146
1677,1983
431,9949
3015,9821
2172,8378
2669,9184
773,2516
2648,8307
6569,10157
2889,4986
3510,7548
1397,9513
5530,9556
7806,9275
9275,9460
6617,7195
6658,7196
5619,8093
2852,5104
2169,5828
1740,9852
7146,10168
5439,6405
8670,10060
3658,6665
2292,3949
772,6428
1737,8800
2852,8487
946,1131
4566,7005
4177,9704
8643,9368
4987,8001
1291,4549
1234,8179
2776,3015
8789,9193
6302,8473
4867,7118
6942,8833
5240,5414
2881,3940
4077,8719
3989,6620
2932,6911
7163,7489
5989,7195
2627,6275
6716,9505
3150,6050
3,2840
4170,8883
3707,6907
2998,8662
4987,8351
5818,8279
3015,5633
2927,9950
284,8717
2531,9950
4269,5856
2560,8436
3538,5408
9681,10124
6818,7427
1092,4689
5099,8565
715,2487
5632,9028
7091,8525
3330,8088
183,4878
4691,4798
28,1557
1327,3051
6903,8474
7397,9763
3438,4423
2696,10202
1788,1948
1827,7538
2362,4664
1301,1830
9084,9087
144,9087
46,1382
4867,5963
2594,3509
6998,9465
3015,5983
7707,7710
761,1327
2034,4606
5494,6061
3873,7734
8360,9029
5989,6040
1505,2010
5488,5492
1637,4381
3088,4017
4111,4115
5425,6641
1571,3761
625,1439
2166,7354
413,3246
1533,9693
3644,4649
1720,9519
719,5238
1309,8487
8012,8696
7195,8474
7236,8475
4863,8823
8662,9744
3402,8499
1277,8949
6022,8028
881,2533
3830,7256
4045,9130
2374,5024
1123,8482
4927,9747
2052,8945
6123,8110
154,2204
3946,8370
3015,4828
5071,6493
1425,6568
3259,5188
2266,7184
1932,8062
2486,9402
215,3611
2486,2986
3227,5650
952,9539
393,1439
1757,1830
3969,4008
2164,3874
2847,3150
1580,10239
5374,6652
5594,8870
1570,5387
1351,10187
107,8400
7889,8639
3557,5003
4990,9695
883,2205
4372,4398
5394,7304
6211,7526
2185,7380
3465,5414
1541,10284
7081,7382
39,537
5460,9055
1821,6137
1876,10008
2812,7478
1248,6275
2098,2473
852,6275
2153,2180
2932,8334
1727,9885
8718,8871
2193,4962
5178,9342
5075,6211
226,5998
2740,5131
3557,5353
3982,10255
4734,5918
1277,1728
2803,6611
4575,5107
1402,7092
1932,3874
2059,5147
5041,5846
588,4135
2890,5075
2828,8361
2303,5507
3674,9321
1081,7451
4479,8028
1277,5111
4875,8028
3015,4023
2550,6138
6810,7454
7085,9379
5908,8814
2487,5035
2769,3967
5040,9758
4196,8844
2004,7318
1789,3192
791,4844
6821,7993
5709,7823
790,4619
5834,6771
6665,6699
1792,6846
2193,7190
4798,5687
1197,2499
4983,8850
3023,6893
5237,5734
2310,4742
780,6533
2450,3998
722,6528
6818,8045
5316,6966
2339,6611
1768,7576
5407,7084
2950,8485
3442,8947
3072,10168
1336,7919
6057,8132
4765,10061
2673,6487
5654,6961
31,5856
1741,9136
1712,4234
2195,6862
183,8879
3015,6601
5338,6166
7146,9981
2669,5964
950,4850
5459,7624
6639,7706
980,6944
2669,9347
5964,8291
2934,4168
3066,9949
2908,2947
2932,3341
5614,7912
975,9983
1625,6867
5546,8717
1850,9429
6580,7476
2962,9599
5057,6274
503,3757
6798,8867
9589,9998
2710,7843
3579,4091
5896,10227
3577,7428
631,2222
1966,4127
3557,10159
3984,5308
3015,5446
4725,6474
1435,1458
2450,3193
2489,9537
8179,9612
366,3644
4951,5474
1369,3090
5997,9528
1556,9332
5409,7106
2287,5646
1788,8177
1757,2448
6999,8749
1106,7591
3910,7429
3261,9235
3015,5796
3266,9579
1725,2910
3125,9374
2297,9717
4441,7065
1762,6175
5998,7097
1375,2531
8291,10203
941,6211
2601,3712
10,2669
7922,8616
2523,7993
5900,9945
3185,7146
1535,3917
3493,5047
418,3403
3279,10191
514,3865
688,4984
2594,10088
1001,3983
2780,2896
1415,8696
7601,8975
6014,10232
3301,8260
7444,8991
7879,8165
4178,8533
1277,8762
2394,2860
5444,7635
1557,4615
903,10241
1316,2274
779,8485
4115,7430
3112,8738
3115,8255
3953,9354
2246,5591
715,4528
4980,6942
1026,8362
154,2017
9362,9941
3419,8666
2669,4004
1370,1756
1336,2926
1016,1258
7185,7195
4783,9057
4325,8179
366,9255
5815,6989
5968,10237
3294,7439
4593,8933
1480,9471
334,4055
9415,9952
6371,8375
1696,3619
1727,2932
423,1094
3261,8430
4555,9580
942,5631
5553,7928
2602,9548
950,9656
580,4461
1162,1433
131,6355
2283,4318
2850,10027
1935,7018
1625,8290
8879,10322
3557,8199
2414,6464
1466,7479
8821,9563
7790,8823
1971,5894
510,5570
6601,6743
1439,6787
3557,5166
1277,7957
5332,6589
3799,4699
722,7146
2274,6834
4798,6655
1059,9949
6376,7564
3015,10252
4393,8821
80,9399
1370,7367
1277,4924
3015,3836
4407,6275
1738,10237
3171,8513
8525,8639
1672,5453
7463,8586
1386,4867
2425,3970
5551,7831
2414,5309
865,9302
2417,8990
3969,9432
3907,8554
2854,3329
5407,8052
892,5463
1131,6977
2915,6988
3562,8053
7211,7961
1566,6905
909,2434
950,2435
1724,8245
2380,3446
10,1059
6952,9952
665,9621
968,3014
3963,8082
3557,7394
5460,8063
1757,7604
3364,6999
3677,5244
9186,9445
93,6197
4022,8662
3864,5070
190,9513
720,6295
1238,1562
3579,8092
3675,8554
5160,7020
5170,7708
3360,7230
4322,5921
9578,9676
5316,6779
2479,3051
3015,3031
9080,9399
8739,9106
6554,8751
771,5479
2072,2138
5970,9454
177,5494
3671,8031
53,2984
479,5078
4216,5121
647,7106
6464,9208
676,5592
1519,7035
3031,10330
2943,8231
1563,6583
6275,9686
3684,8643
2189,3073
888,7168
1029,5895
31,1131
2589,6198
970,2282
3673,4320
1131,9555
2848,7590
842,9452
3557,6589
2487,5921
2681,9170
3987,5419
1847,3309
532,2810
3644,8463
2584,9237
7599,9897
3138,4161
469,8123
71,7296
2955,5208
2239,5038
2108,6275
549,9580
2292,2420
1674,3539
2799,8078
8523,9235
490,5967
3671,3843
3762,9623
2172,7199
4004,9156
4374,8689
5817,7653
4499,6883
3449,8345
762,1178
6111,7376
147,5978
3283,6363
389,1347
2747,3350
6052,7146
3436,4326
2997,6908
3618,9470
939,2164
4084,4547
3986,8176
4958,5303
71,9524
4801,7571
4580,5882
650,5444
8425,8676
6969,8696
1248,7056
5503,8028
5718,9902
1466,8447
9458,9462
1301,3684
3942,4090
673,4115
2550,6569
1182,2272
4382,8526
5450,8367
2486,2612
3919,7304
2754,9782
1706,4901
460,8703
2257,2560
773,6948
3579,9865
5960,6402
2099,4603
3728,6955
4184,7006
2756,9828
5034,9620
1102,9109
4366,6488
1950,4480
4770,4851
6588,9354
4649,6776
6491,9421
3440,6673
7041,9861
907,9772
2803,9270
6098,8968
7008,7469
2832,4346
3124,8130
3095,3228
753,9305
4177,4687
5450,7212
7217,8774
842,7842
226,5624
2236,6944
5537,9840
1922,8474
2612,3259
2553,6062
366,4880
1701,6785
1121,4224
5221,8291
3015,3649
3233,9204
2856,9254
1644,3218
3041,6001
6652,9123
2669,6395
2318,5414
5432,5478
2779,3557
1823,8818
4226,9810
7105,7378
6709,7378
2127,9229
3557,3824
950,2248
8484,8801
2872,3721
5060,7003
977,6323
941,4414
8069,10279
4203,7382
2723,3598
3430,5180
6759,10124
1408,6509
1757,7417
2342,10322
1277,9998
2063,4491
788,1139
4960,6772
6355,8728
4180,9815
3948,10246
195,9670
906,4578
2482,9578
2936,8028
902,7842
3015,5877
2578,2870
1241,5056
1872,8306
6846,8965
1053,1595
7286,9237
5502,9980
1770,3865
3015,9260
3579,4872
980,1950
4188,5919
1832,8126
6579,10314
6465,9246
4655,8014
3015,6227
2170,8121
2910,8685
3815,4590
3854,10180
1796,5436
5316,6942
2880,3558
2138,9337
5987,9621
823,8084
3151,7993
2812,8527
1747,8957
6081,6250
6275,9499
5088,8246
3968,8215
1848,2593
41,8048
7133,7840
1309,8731
3021,5668
4113,10067
2486,2880
1277,9193
7883,9469
1123,2310
1739,4528
4108,6690
3480,7121
154,2448
3015,5072
1699,4348
6525,9273
7234,7518
1210,1905
5960,7020
5588,7414
4595,7158
2169,4462
5997,6121
6983,7118
4443,9770
4345,6229
7146,8802
732,8696
9047,9398
8662,8833
456,6546
1788,4770
2099,8604
853,10154
2560,3337
2568,7362
6883,6887
720,4148
4582,8801
4965,8539
5478,9878
2718,8060
2842,3400
7317,8842
189,1479
4020,6819
97,8306
2313,3810
3703,4668
4052,9740
7125,9803
5891,8704
8193,9644
3799,5130
1746,7146
2706,9174
1531,3020
2892,6146
4494,5921
1247,3261
1336,8968
3010,10339
4639,6275
2397,5386
3288,9529
236,3927
2949,3647
4819,4930
3482,6362
146,1001
2797,6259
2957,9924
3015,7650
7091,7159
1609,4781
8639,9357
482,3579
5585,7092
2883,8662
2133,4000
5832,6969
825,3918
2313,9071
2717,6680
8474,8731
1776,2450
2560,8948
4781,8960
6116,10111
3093,9411
5139,6224
6942,9695
3210,9996
4180,7050
2530,3821
3099,6193
1941,9842
2127,6814
5955,8473
4952,9781
4639,5120
1965,8738
2618,9303
3234,5105
6358,6611
6814,7416
3956,8473
685,9923
5477,8848
3323,4396
3541,5787
1736,5653
877,3677
841,1768
1374,4483
89,6859
1059,9575
340,4226
648,2127
2669,9241
3015,3462
4875,7467
1544,2450
2951,5921
1827,8400
5841,7031
3948,4798
3939,6964
979,9996
487,3872
2065,4781
366,5043
7391,9275
1438,8066
1792,9318
1350,5967
1948,6825
3557,3637
1905,3745
1072,3744
5951,6795
908,8251
1131,9986
823,5669
947,8179
3557,7020
6361,7307
5042,5486
720,8954
5515,7396
2777,9309
6170,9542
1717,10083
2092,9206
3090,8308
6407,8731
2773,6157
2747,4936
490,3015
2544,10269
1277,6778
5826,8951
2154,7051
1896,8513
5688,8263
4198,7201
2021,7461
2138,8800
739,9354
1890,8698
641,6567
589,6377
1428,10330
1299,7476
6146,6862
2011,3740
8800,9385
4461,4578
183,8318
8670,9312
4276,4798
5967,8028
2127,4854
105,2019
1318,2241
84,1142
2601,3956
4034,8648
2195,3268
7076,7146
4089,6103
818,7553
1353,4679
7674,8758
4830,9521
534,1378
2244,8822
6542,7212
7166,9291
5617,6868
414,6911
6448,6796
2556,3432
8662,9801
5856,6884
4393,6487
3144,3602
3899,9362
2237,4618
6970,9352
2560,4305
2837,7057
6665,8716
1865,2760
399,2092
2274,7883
774,8385
5134,7653
6128,8511
3635,4593
2237,8001
3109,8684
4969,8525
5127,9865
2639,5537
2018,7139
4470,4640
8520,9344
5323,6771
1830,7842
2012,8822
4340,8731
2884,9505
919,7204
6275,8157
516,3781
454,2903
982,5274
490,2560
6959,8789
6059,6812
2286,4860
1727,3176
238,7220
1415,7785
1570,5444
2669,4598
6482,9389
5960,10216
6454,7341
4781,9578
5896,8511
4461,7156
4466,8254
5744,8871
1873,6384
968,4063
4798,6549
319,10033
4672,7376
6168,10138
3484,6652
3272,8459
2589,5019
5450,7643
1040,2596
720,7344
3958,5754
6358,7229
1872,9542
3918,6355
2560,3500
6433,8342
2486,5271
347,1097
4798,6899
3669,9034
1021,7457
3915,6057
3015,4080
1277,5168
3815,8859
1339,6046
2012,4634
3175,5493
8247,9693
2863,4440
5072,8599
3549,7397
8179,8246
3126,4850
2735,5194
4414,6909
3237,6344
8243,9170
5657,8471
399,8053
1729,5450
141,3099
3744,7114
1727,8787
4687,5755
3993,7818
106,4798
8987,9853
2745,8541
849,1873
2588,4393
2536,8367
1385,2607
1729,2417
1013,7165
2617,2879
1073,7216
8731,9109
5673,9354
1150,1986
432,5907
3995,4831
3675,5415
3833,6001
1131,7571
2924,3938
3636,8870
1277,7396
2679,4107
939,4368
270,4798
10020,10265
146,3042
6591,8877
6503,6778
3579,5303
2982,7299
3973,8640
6275,9580
2672,6319
4004,10205
2142,3121
8205,8662
6778,7922
4784,4883
1795,9429
4443,4590
2669,6021
3259,7018
1165,2617
4315,9508
1108,6247
485,2858
2135,3081
8107,9258
4681,6633
4779,7922
5966,9175
1935,8685
1383,1756
1599,8736
2566,5519
2313,8079
5654,7368
8846,9597
417,1411
5650,9878
6586,8102
4267,4549
4279,6818
502,7376
5075,7691
3557,6833
2313,5046
1747,6355
697,7063
2779,9949
5584,5867
5071,10201
4976,6931
6158,7840
1120,9640
132,5564
2367,4528
1971,4528
2931,6556
8180,9894
1557,8860
3135,4107
5070,9949
461,1309
5507,9950
490,6211
4631,6115
3731,8302
1236,3557
1862,6463
3579,4498
4443,6818
1105,4040
3949,9693
490,3178
1081,2865
8235,9951
1948,2450
485,8469
6211,8201
6729,9884
8974,10290
1409,2172
5992,9591
1938,7397
4144,6377
2401,2957
4675,6013
4401,6942
2376,4590
812,7551
2808,5001
2126,4415
875,4867
6940,7071
3860,10001
8717,9321
2898,7146
6814,8652
6886,10218
3579,9759
1026,5036
5206,9032
4692,6367
832,5170
6229,9130
899,7146
7831,8181
3015,4698
453,2141
308,5924
4881,6239
5409,6358
6240,6286
5415,9556
1327,8532
5556,9037
4035,8662
2070,6361
1283,5981
8693,10024
2031,9816
6831,9356
417,2834
3801,5233
2068,6665
194,4482
3184,9206
9944,9949
6924,8766
1775,8291
1006,3579
125,5816
650,1500
691,8671
5983,7919
5921,7041
5477,9279
1745,3918
2082,6721
2868,7630
1856,4688
2580,3965
1931,9935
4114,9463
1277,4981
799,1973
1327,4344
6275,10198
673,3554
2675,4202
3874,9252
990,4924
1350,3015
954,3015
3698,4300
2669,6639
8985,9620
7149,10173
4188,10351
6275,7165
2948,6054
5341,6358
1638,3647
84,2378
5588,6235
201,3717
3967,8662
1360,7086
9034,9512
5610,8468
701,1788
986,4401
4969,7883
2125,2230
2560,8574
5115,7708
15,7876
4590,4854
1968,8662
6942,9321
1971,8179
2876,4084
2938,4962
2936,4889
751,4534
500,751
1757,7661
6413,9731
3638,6127
1843,6681
625,6115
688,3431
1741,2240
722,3015
818,9139
4882,7133
3015,6121
8961,10323
1277,7209
8154,9291
7469,8434
2861,5654
344,588
8838,9169
5034,7904
2883,7133
61,4437
3015,9504
5446,6128
3015,3088
825,2389
2731,3329
6877,7741
4969,6728
790,3334
7806,8958
4819,10167
2909,5321
1567,7163
3134,7883
1443,4653
6186,7823
4462,8617
4343,7205
241,6475
107,3277
3324,7226
1724,4114
2844,4145
3530,4850
161,9929
2284,8652
818,7984
2344,7205
3223,4141
7956,8121
2839,7184
9000,9096
4578,6698
1847,9782
5264,9655
1131,9612
3862,7282
1563,3607
3868,8228
3579,3961
5609,6657
6564,8341
1526,10141
1342,1918
221,10330
5947,6652
2487,9361
5441,8012
4424,9614
1484,4253
8961,9518
5537,8474
7146,8696
3015,5316
7713,10241
3537,7118
209,5782
7220,10308
2881,5501
4565,7560
6005,7007
2166,6687
7095,8327
6087,9291
1660,8801
2669,5029
300,2867
5835,6037
329,1353
1879,6630
5805,9578
1796,4875
2560,9997
9450,10032
4808,5416
2127,7863
9306,9529
2157,3541
1131,8807
5706,9949
818,4146
3557,5841
2898,6959
2531,5445
843,5896
7904,9785
6665,8342
5920,7434
4480,7987
2732,8387
6971,9580
2205,5460
589,8231
1745,7919
3579,6539
2581,8191
1358,4275
1153,3843
1973,2858
9569,10289
7676,10308
3579,9922
1322,8001
766,9998
5860,9261
2909,10127
2919,4399
510,5090
7105,8240
1563,8063
1131,7652
2669,4224
1543,10040
974,1252
3656,8829
5834,7259
1135,8525
3628,6781
2310,8263
4922,7931
4798,6175
3313,5457
4607,6607
4392,4733
2036,7694
1131,4619
4483,4851
6351,8717
3557,8069
7796,8508
1117,7195
4743,9097
8186,8693
1928,9100
534,9998
586,3772
3557,5036
1998,8341
7430,9878
4981,5478
2240,7874
841,8428
4198,8250
3955,5082
3294,9537
5854,9015
3669,8660
6275,10011
3355,10190
463,1837
7997,8390
6562,7035
1134,4516
521,5979
5564,8687
366,1904
4698,5540
8697,9555
1850,9567
2944,8377
6834,8662
420,2140
6930,9124
5865,8800
237,3187
5407,7922
1360,6899
3244,5636
1439,5502
1757,4091
754,4645
5635,9277
972,6036
2596,8044
8291,8463
9158,10300
3150,9384
3504,9882
2560,8387
109,7324
1991,9398
1724,5082
6665,9765
280,1729
3927,9426
1277,7022
1399,8705
3892,6207
432,8916
5936,6357
1113,5867
1297,8428
242,8792
216,7571
1673,3989
3034,7115
838,7325
6275,9206
2108,3917
919,1837
9389,10024
3541,8609
7710,8309
2876,9158
4593,7193
2074,8470
5933,9442
7151,10008
7146,9664
334,2315
2130,4615
6175,8975
2195,3512
1973,4631
3344,8445
1684,4528
414,3772
515,7988
2494,3579
2251,6073
4830,9765
1566,5970
4644,7131
2560,7582
4898,8179
7971,8242
4619,8764
2240,5914
7224,7261
4527,9175
3579,10190
4169,4771
2560,4549
8334,9987
2434,6130
3516,9087
5634,8220
4980,7430
8464,8525
3015,5129
3579,7157
6652,7220
3142,4904
4066,7275
590,9451
523,8229
650,3086
6992,8042
3353,5124
4688,6275
3884,4760
2669,7875
6970,9946
5585,7954
1832,7378
1787,9887
6766,9392
4596,10069
8173,8699
3063,8179
4056,6183
4925,8847
2285,5633
3754,5818
356,2989
5211,8652
2375,7778
2709,6900
2210,3015
1814,3015
4549,7220
9559,9788
4270,7805
4798,10176
1092,9446
4894,9884
1775,2306
4431,8662
1312,5248
5324,9468
4543,8903
3557,5654
4987,10075
5193,9951
6665,8155
3420,8574
4798,7143
2398,2662
7656,9496
5381,6969
2172,2881
7161,8736
5067,8499
2825,8364
366,8938
490,5032
4785,8786
8696,9948
1796,6916
4819,8370
5213,5291
1847,7635
3810,9109
2494,5002
286,10113
1155,6361
5518,9310
2123,5998
2560,2589
7327,9563
1004,9575
2129,9950
3557,7882
3374,8175
2431,9534
6812,7427
3119,7656
2126,9652
2584,4114
5163,7806
6128,10178
6293,8525
4894,9079
3953,4849
3579,8580
3799,4382
179,5678
5354,10003
487,3579
3145,5844
2353,4366
7148,9978
2234,2954
2669,9298
181,9134
2669,2882
2607,6168
950,1768
523,6619
5970,9942
1775,8267
6622,7653
700,839
240,3298
5460,7396
4071,9392
2910,2944
6184,7427
6115,9542
5158,7031
7922,9722
355,7193
2494,4197
1253,8343
4372,9505
3749,3864
3556,9885
6223,9260
9528,9646
1570,7461
8101,8152
2184,2436
1311,2282
2899,8797
6665,9578
6639,8357
7227,8527
3614,4578
1370,2862
8961,9949
2961,8894
2276,8791
8028,9744
236,5407
177,8210
4012,4624
366,3945
6128,6340
5099,8679
5123,6821
4068,7185
3015,9130
155,9360
3512,9936
5288,9332
7304,9686
861,8088
4697,8110
681,8652
950,963
827,8477
4308,4393
2195,6358
2780,2847
4593,7006
6649,8671
16,9955
3779,4049
2473,5548
81,8098
208,10125
5153,5882
3556,5697
15,3314
4285,6072
820,2021
4591,7310
909,7728
2437,2858
1320,2344
3799,8838
2061,9926
7133,7710
2403,7411
2434,2560
1845,8581
1902,2699
4398,6888
193,8689
4706,4789
69,6933
461,3781
1935,8474
5034,9758
6914,9477
4812,5215
6974,9528
8516,8528
6346,9959
5107,8516
3175,6355
1081,8370
1370,8473
8672,9041
5071,6607
4857,8341
5841,8511
8179,9108
1481,2827
5966,7459
5956,6771
115,3494
5999,6818
6460,7213
799,9788
1415,7842
825,4593
1795,8063
6709,8671
7956,9975
6301,6402
5867,10082
4186,5288
1323,2591
5366,6124
7513,9405
2153,8710
842,4947
5857,6361
5609,8511
4580,8598
2338,7709
2560,6590
4430,4867
277,3448
939,1847
1374,1775
3418,8341
3619,6345
4137,8028
1566,8361
155,7400
2956,3557
3577,6119
2770,4333
3756,8336
1056,6569
6761,7676
6092,8106
3038,5841
4507,10190
1704,6790
4326,7146
2669,9916
2110,5980
3424,9260
2889,5718
1211,6857
4095,4769
2732,4980
5166,8291
3762,8501
452,8525
1923,3121
8731,8816
949,9331
7184,7220
4844,5796
3101,6540
87,3674
2133,6903
4369,7223
5432,5966
795,2448
5244,6669
4849,9523
1656,10132
7511,8554
753,2222
2910,6945
911,5814
1131,7278
7050,7405
818,9033
1946,7427
5122,8369
7080,9499
4752,9590
1481,8788
2342,7427
1788,3835
5211,7660
10,1360
8468,10284
6083,7589
73,5846
1121,3557
5011,6848
3896,7161
5668,9067
5453,7193
8135,8354
7015,8323
1241,2161
6944,9611
8444,9109
4798,9184
650,939
3867,5642
5761,8477
8488,8657
4205,4883
1182,4183
6168,6357
7930,9827
1741,5867
158,4614
6665,7163
2947,4918
4227,7116
3416,10092
3693,6428
2762,9302
3579,5360
6903,9206
3479,8162
3689,8938
7520,8616
118,8598
4533,7573
1386,4363
8803,10331
3944,7178
8553,9402
2313,4753
5895,7137
8603,8765
924,10159
2373,8968
9969,9983
4865,9251
5488,6224
4182,9975
5548,6275
1105,5252
477,5683
843,9978
5167,6583
4024,5602
6257,8657
947,8049
3270,3450
2306,8096
2865,5616
1151,4846
7759,8201
5789,9720
6,6448
8466,9783
2401,4169
6279,9355
5967,7548
4687,10268
179,4686
4953,8667
862,8126
3286,3579
2890,3579
397,6077
5316,6275
6062,7785
2168,10010
580,8413
6275,8832
3839,5448
790,9189
4401,6649
454,3578
4882,6922
954,8065
4120,4155
8457,8889
7105,9289
4211,4273
1131,8701
2502,6099
233,1135
3154,8728
850,6961
795,838
2560,10241
108,6324
225,6909
2133,2260
4798,7224
1255,8178
1131,5668
2127,8107
3961,6727
1277,5493
222,4359
10,6166
4389,5484
4614,8046
1161,1346
4860,5069
1131,2635
5854,6681
8218,8499
780,1654
3085,6275
10086,10113
8116,8222
9555,9696
7678,7996
6501,7431
245,1495
5410,5886
6776,9356
6652,6846
8120,8341
1494,4380
807,7614
4407,7194
1705,8764
1775,3087
1825,2450
2444,9103
2669,7501
329,10241
4441,9407
2910,4180
1382,1880
1876,3169
2753,9858
5034,9921
3284,9494
3781,10300
8633,10030
892,6382
176,6212
1847,8066
823,3579
782,1326
3622,9489
817,10180
3721,9468
4745,6785
1409,7840
1593,3985
2240,6987
1131,4863
1430,5684
2405,8744
2870,5131
4893,6656
2801,3082
2832,4647
650,1557
490,4308
5474,5655
1965,6193
3145,6275
4819,7646
4602,9109
900,9252
4477,7128
5060,6954
1579,5376
1770,1938
7458,8356
856,8199
1973,2297
426,2953
5677,6364
950,5582
733,7045
397,7850
2293,7348
5834,9731
2912,6831
1570,4509
362,8795
7115,8367
818,8846
2669,10079
2153,4335
6480,7627
945,2205
1700,3801
2560,8631
2087,5967
4482,7098
1135,7964
843,4180
4055,7785
5087,5717
4215,9952
1131,4058
1310,6275
1277,3883
1153,2127
2868,9915
1492,5757
1629,8472
1433,4396
1120,3899
4172,5337
9717,9949
650,752
2926,6887
718,5582
6470,7289
5071,7843
804,4602
157,819
5599,10214
8214,9399
28,5135
3890,9788
2669,5541
188,2384
836,7523
738,6988
3924,9372
177,2225
1830,9135
6240,7766
1737,1774
2826,6656
2454,4798
8018,8706
5688,5718
8637,8943
1706,10008
6455,8105
8509,8943
1593,4698
4407,8967
8662,9939
2910,8986
479,5192
570,5310
2127,5342
5158,6657
4406,4578
1321,7164
1104,8627
1935,8555
1221,2796
2100,6902
1472,6579
937,10207
7669,8902
4589,6914
1747,9258
778,8642
6695,8696
1445,1723
3644,5194
7317,9948
10,368
8470,10119
906,7107
4705,8028
1871,3817
3961,4312
5167,9779
90,1825
1277,3078
4415,8454
2522,8473
6094,10169
5189,7848
7258,9718
7967,8717
2236,5635
116,6429
6375,9630
2669,4736
3011,7883
7971,8836
6469,8511
8869,9986
1741,4875
366,3571
4875,6345
181,7955
5444,8717
2910,4798
303,3222
3154,5158
1409,5075
1794,4886
271,3684
675,8463
2716,4932
5090,7438
420,7190
6743,7932
5332,6971
876,1579
4781,10066
3721,10086
3714,6663
2838,9244
3498,5318
7161,8630
253,5737
1378,6112
5163,8855
4860,4882
911,7400
89,4582
1131,8864
1429,6077
5921,7716
3278,6483
3579,9629
69,6559
3142,7376
1495,3664
4265,4672
3981,4913
5419,9949
6680,8707
625,7945
1148,9972
2444,5533
5759,5853
300,8185
8271,8323
6459,7018
738,5378
4033,4322
6901,8117
2608,3655
8122,8200
2909,6801
8614,8662
1267,1935
8980,9951
4281,7053
5967,9939
960,6888
6275,7840
5996,8425
2595,2669
1325,5323
5681,7101
5469,9662
2785,8428
4177,4451
1131,7709
2566,6812
2882,5328
819,6656
5060,7922
2560,9249
485,1118
7042,7194
9010,9012
903,9013
2907,6324
70,2596
1131,4676
3557,8126
3643,7146
5857,5987
848,8525
2283,7628
6629,8718
1493,9229
1131,8059
4863,7758
3865,9410
6810,10227
1526,2172
4819,7459
2183,7397
836,1725
5748,7922
7656,8935
9278,10116
5510,8508
5438,6942
899,6211
4848,5945
2234,3198
1086,7535
2669,9542
429,3064
2976,3835
6275,10068
1702,4091
1860,4677
3914,5515
3015,7146
4469,6299
3781,5925
2669,6509
324,8905
5809,8548
4443,5078
354,10245
2560,5061
2164,9225
3504,6556
1195,8609
3557,3938
4028,9939
193,6355
1248,1827
9630,10167
392,9948
6791,9022
1409,6848
7794,8468
6115,6753
2188,6586
132,2669
378,6108
1131,10287
5075,8179
5455,7646
6945,8708
8660,10080
6814,9945
1566,3799
752,842
5946,10135
2178,9281
5880,6105
4734,4853
1279,7906
3015,5991
6814,6912
4414,5437
7146,9371
3895,9945
91,8680
8078,10105
7625,8817
1061,5734
153,3896
5249,5484
5966,8508
5933,6116
3438,4781
6376,10069
7463,7708
6111,8108
2625,5432
2157,3866
507,637
290,2100
3557,6166
3787,9072
950,4590
826,9250
136,8049
6428,7226
2880,3672
9693,9711
1376,6684
5419,10217
4094,6748
665,5360
1002,3999
5513,9852
575,2434
3889,5592
1466,8829
3954,5987
1277,5924
4828,8995
6732,6856
2842,4319
3234,6829
6262,8627
5639,9402
6358,8335
2678,9580
4144,10248
35,1931
558,3958
1277,2891
809,7741
6003,9864
8959,9342
5036,6665
2240,9354
4084,8662
394,2049
3482,10314
2675,8528
5849,9397
2888,3159
9297,9337
752,9836
1370,8717
1210,5052
2669,4549
1557,2127
2085,8662
6844,8201
4380,8431
294,1818
2878,5854
734,2090
7924,8079
799,6649
364,1059
4193,5572
7548,9485
6832,9315
4031,5244
1197,6695
2909,4386
5066,9109
3287,10196
7146,8916
2669,4899
945,9857
3868,6943
2560,9867
1965,6274
2402,6275
750,9389
2314,6428
3866,6116
3179,9350
5240,7195
1961,2368
2191,5274
5388,7847
6790,6810
1367,1629
2519,10243
8281,8474
220,9574
5669,6554
2452,2605
93,1131
6161,7016
1407,4411
3086,6126
510,6115
1131,8677
222,3985
718,6818
3015,7414
8376,8711
1277,2086
2607,3647
399,8004
2732,8257
1047,8979
2984,9232
3015,4381
4639,6389
3137,9474
140,3579
2170,6275
1544,9785
366,8995
4929,8622
1768,5706
6649,10338
2817,7025
5688,10337
6275,7653
2512,7143
676,6942
6361,7427
1765,5408
941,8179
7259,8577
485,3964
2780,7897
8146,9538
2873,3924
1921,5921
1780,5716
8519,8588
2005,4114
2091,10304
2473,4182
97,7265
7641,8090
5213,8731
4461,6652
4681,4706
4459,6579
5861,8952
3557,7939
3146,6153
7008,7396
3235,5444
1898,6876
251,3918
